name,mana_value,color_identity,types,subtypes,set,year,rarity
Unyaro Griffin,4.0,W,Creature,Griffin,mir,1996,2
Realms Uncharted,3.0,G,Instant,,roe,2010,3
Eunuchs' Intrigues,3.0,R,Sorcery,,ptk,1999,2
Haunted Screen,3.0,"B,G,R,U,W",Artifact,,dsk,2024,2
Chasm Drake,5.0,U,Creature,Drake,m12,2011,1
Plague Nurse,4.0,G,Creature,"Phyrexian,Cleric",one,2023,1
Dead Before Sunrise,4.0,R,Instant,,otc,2024,3
Falkenrath Torturer,3.0,B,Creature,Vampire,dka,2012,1
Knight of Cliffhaven,2.0,W,Creature,"Kor,Knight",roe,2010,1
Consign to Dream,3.0,U,Instant,,shm,2008,1
Elderleaf Mentor,4.0,G,Creature,"Elf,Warrior",khm,2021,1
Serpentine Curve,4.0,U,Sorcery,,stx,2021,1
The Immortal Sun,6.0,,"Legendary,Artifact",,prix,2018,4
Sparkshaper Visionary,3.0,U,Creature,"Human,Wizard",cmm,2023,3
Boros Locket,3.0,"R,W",Artifact,,grn,2018,1
Civic Wayfinder,3.0,G,Creature,"Elf,Druid,Warrior",rav,2005,1
Sunblade Elf,1.0,"G,W",Creature,"Elf,Warrior",m15,2014,2
Disciple of Perdition,2.0,B,Creature,"Human,Warlock",j22,2022,2
"Yuan Shao, the Indecisive",5.0,R,"Legendary,Creature","Human,Soldier",ptk,1999,3
"Wyll, Blade of Frontiers",2.0,R,"Legendary,Creature","Human,Warlock",clb,2022,3
"Shadowheart, Cleric of Graves",3.0,B,"Legendary,Creature","Human,Elf,Cleric",hbg,2022,3
Atarka Monument,3.0,"G,R",Artifact,,dtk,2015,2
Mental Discipline,3.0,U,Enchantment,,uds,1999,1
Flow of Knowledge,5.0,U,Instant,,bro,2022,2
Fire-Omen Crane,5.0,R,Creature,"Bird,Spirit",gs1,2018,2
Wrangle,2.0,R,Sorcery,,aer,2017,1
"Kurbis, Harvest Celebrant",2.0,G,"Legendary,Creature",Treefolk,mic,2021,3
Mimic Vat,3.0,,Artifact,,som,2010,3
"Adéwalé, Breaker of Chains",3.0,"B,U","Legendary,Creature","Human,Assassin,Pirate",acr,2024,2
Encampment Keeper,1.0,W,Creature,Dog,xln,2017,1
Fearful Villager // Fearsome Werewolf,3.0,R,Creature,"Human,Werewolf,//,Creature,—,Werewolf",vow,2021,1
Shield Wall,2.0,W,Instant,,leg,1994,2
Sway of the Stars,10.0,U,Sorcery,,bok,2005,3
Dragon Broodmother,6.0,"G,R",Creature,Dragon,parb,2009,4
Triumph of Saint Katherine,5.0,W,Creature,"Human,Warrior",40k,2022,3
Picklock Prankster // Free the Fae,2.0,U,Creature,"Faerie,Rogue,//,Instant,—,Adventure",woe,2023,2
Seraph Sanctuary,0.0,,Land,,avr,2012,1
Culling Sun,5.0,"B,W",Sorcery,,gpt,2006,3
Press for Answers,2.0,U,Sorcery,,soi,2016,1
"Eruth, Tormented Prophet",3.0,"R,U","Legendary,Creature","Human,Wizard",vow,2021,3
A-Jade Orb of Dragonkind,3.0,G,Artifact,,hbg,2022,2
Arrogant Bloodlord,3.0,B,Creature,"Vampire,Knight",roe,2010,2
Electrostatic Infantry,2.0,R,Creature,"Dwarf,Wizard",dmu,2022,2
Magnetic Mine,4.0,,Artifact,,mbs,2011,3
Rakdos Roustabout,3.0,"B,R",Creature,"Ogre,Warrior",rna,2019,1
Distinguished Conjurer,2.0,W,Creature,"Human,Wizard",j22,2022,2
Destructive Revelry,2.0,"G,R",Instant,,ddl,2013,2
Slavering Branchsnapper,6.0,G,Creature,Lizard,dsk,2024,1
Electrickery,1.0,R,Instant,,rtr,2012,1
Femeref Archers,3.0,G,Creature,"Human,Archer",mir,1996,2
"Konda, Lord of Eiganjo",7.0,W,"Legendary,Creature","Human,Samurai",chk,2004,3
Naked Singularity,5.0,"B,G,R,U,W",Artifact,,ice,1995,3
Mogg Cannon,2.0,,Artifact,,tmp,1997,2
Ravenous Vampire,5.0,B,Creature,Vampire,mir,1996,2
Ancient Animus,2.0,G,Instant,,dom,2018,1
Marching Duodrone,2.0,,"Artifact,Creature",Construct,clb,2022,1
Naya Hushblade,2.0,"G,R,W",Creature,"Elf,Rogue",arb,2009,1
Possessed Skaab,5.0,"B,U",Creature,Zombie,ori,2015,2
Warbeast of Gorgoroth,5.0,R,Creature,Beast,ltr,2023,1
"Yggdrasil, Rebirth Engine",3.0,,"Legendary,Artifact",,acr,2024,4
Gatebreaker Ram,3.0,G,Creature,Sheep,rna,2019,2
Yavimaya Sapherd,3.0,G,Creature,Fungus,dom,2018,1
Crazed Firecat,7.0,R,Creature,"Elemental,Cat",tor,2002,2
Forbidding Watchtower,0.0,W,Land,,ulg,1999,2
Gravelgill Axeshark,5.0,"B,U",Creature,"Merfolk,Soldier",shm,2008,1
Invocation of Saint Traft,3.0,"U,W",Enchantment,Aura,psoi,2016,3
Support Skyforge,5.0,"U,W",Artifact,Vehicle,ydft,2025,3
You Look Upon the Tarrasque,5.0,G,Instant,,clb,2022,2
Bumbleflower's Sharepot,2.0,,Artifact,,blb,2024,1
Sly Requisitioner,5.0,B,Creature,"Human,Artificer",aer,2017,2
Curse of the Forsaken,3.0,W,Enchantment,"Aura,Curse",c13,2013,2
Ace's Baseball Bat,2.0,,"Legendary,Artifact",Equipment,who,2023,3
Inquisition,3.0,B,Sorcery,,drk,1994,1
Chandra's Flame Wave,5.0,R,Sorcery,,m20,2019,3
Giltspire Avenger,3.0,"G,U,W",Creature,"Human,Soldier",con,2009,3
Black Oak of Odunos,3.0,B,Creature,"Zombie,Treefolk",bng,2014,2
Precinct Captain,2.0,W,Creature,"Human,Soldier",rtr,2012,3
Komainu Battle Armor,3.0,R,"Artifact,Creature","Equipment,Dog",nec,2022,3
Gnarled Sage,5.0,G,Creature,"Treefolk,Druid",m21,2020,1
Champion of the Parish,1.0,W,Creature,"Human,Soldier",isd,2011,3
Disciple of Phenax,4.0,B,Creature,"Human,Cleric",ths,2013,1
Nyxbloom Ancient,7.0,G,"Enchantment,Creature",Elemental,thb,2020,4
Unmoored Ego,3.0,"B,U",Sorcery,,pgrn,2018,3
Cloaked Siren,4.0,U,Creature,Siren,jou,2014,1
Tomebound Lich,3.0,"B,U",Creature,"Zombie,Wizard",m20,2019,2
Spire Mechcycle,5.0,R,Artifact,Vehicle,dft,2025,2
Metropolis Sprite,2.0,U,Creature,"Faerie,Rogue",gtc,2013,1
Spinning Wheel Kick,2.0,G,Sorcery,,neo,2022,2
Electrosiphon,3.0,"R,U",Instant,,pip,2024,3
Root Snare,2.0,G,Instant,,m19,2018,1
Timberpack Wolf,2.0,G,Creature,Wolf,m13,2012,1
Beyeen Veil // Beyeen Coast,2.0,U,"Instant,//,Land",,znr,2020,2
Jungle Weaver,7.0,G,Creature,Spider,ala,2008,1
"Éomer, King of Rohan",5.0,"R,W","Legendary,Creature","Human,Noble",ltc,2023,3
Blood Funnel,2.0,B,Enchantment,,rav,2005,3
Saproling Cluster,2.0,G,Enchantment,,nem,2000,3
Crystal Fragments // Summon: Alexander,1.0,W,Artifact,"Equipment,//,Enchantment,Creature,—,Saga,Construct",fin,2025,2
Boneyard Aberration,5.0,B,Creature,"Skeleton,Dog",j21,2021,2
Noble Stand,5.0,W,Enchantment,,nem,2000,2
Hostility,6.0,R,Creature,"Elemental,Incarnation",lrw,2007,3
Xathrid Gorgon,6.0,B,Creature,Gorgon,pm13,2012,3
Deliver Unto Evil,3.0,B,Sorcery,,pwar,2019,3
Library of Lat-Nam,5.0,U,Sorcery,,all,1996,3
Argivian Blacksmith,3.0,W,Creature,"Human,Artificer",atq,1994,1
Cemetery Illuminator,3.0,U,Creature,Spirit,vow,2021,4
Snowblind,4.0,G,Enchantment,Aura,ice,1995,3
Durkwood Baloth,6.0,G,Creature,Beast,tsp,2006,1
Snare Tactician,3.0,W,Creature,"Human,Soldier",iko,2020,1
Mobile Fort,4.0,,"Artifact,Creature",Wall,usg,1998,2
Bold Defense,3.0,W,Instant,,zen,2009,1
Hustle // Bustle,7.0,"G,R,U","Instant,//,Sorcery",,mkm,2024,2
Selkie Hedge-Mage,3.0,"G,U",Creature,"Merfolk,Wizard",eve,2008,2
Expel the Unworthy,2.0,W,Sorcery,,mh3,2024,1
Maximum Overdrive,2.0,B,Instant,,dft,2025,1
Wine of Blood and Iron,3.0,,Artifact,,sok,2005,3
Tempest Trapper,4.0,U,Creature,"Otter,Wizard",yblb,2024,3
Peerless Recycling,2.0,G,Instant,,blb,2024,2
Timberland Ancient,6.0,G,Creature,Treefolk,mom,2023,1
Sinister Starfish,2.0,B,Creature,Starfish,mh2,2021,1
"Lorthos, the Tidemaker",8.0,U,"Legendary,Creature",Octopus,zen,2009,4
Hampering Snare,2.0,U,Instant,,iko,2020,1
Essence Extraction,3.0,B,Instant,,pkld,2016,2
Invasion of Shandalar // Leyline Surge,5.0,G,Battle,"Siege,//,Enchantment",mom,2023,4
Bloodtallow Candle,1.0,,Artifact,,dom,2018,1
Liliana's Elite,3.0,B,Creature,Zombie,emn,2016,2
Everglades,0.0,B,Land,,vis,1997,2
Sorcerer's Wand,1.0,,Artifact,Equipment,dom,2018,2
Into the Time Vortex,5.0,R,Sorcery,,who,2023,3
Break Expectations,1.0,B,Sorcery,,ymid,2021,2
Beastie Beatdown,2.0,"G,R",Sorcery,,dsk,2024,2
Embraal Bruiser,2.0,B,Creature,"Human,Warrior",kld,2016,2
Waiting in the Weeds,3.0,G,Sorcery,,mir,1996,3
Insult // Injury,6.0,R,"Sorcery,//,Sorcery",,pakh,2017,3
Halo Hunter,5.0,B,Creature,Demon,zen,2009,3
Guiding Spirit,3.0,"U,W",Creature,"Angel,Spirit",vis,1997,3
Luminescent Rain,3.0,G,Instant,,mor,2008,1
Pestilent Spirit,3.0,B,Creature,Spirit,rna,2019,3
Mist Dancer,5.0,U,Creature,"Merfolk,Wizard",lcc,2023,3
Wick's Patrol,6.0,B,Creature,"Rat,Warlock",blb,2024,2
Viashino Slasher,2.0,R,Creature,"Lizard,Warrior",rav,2005,1
Infiltrator il-Kor,5.0,U,Creature,"Kor,Rogue",fut,2007,1
Roiling Regrowth,3.0,G,Instant,,znr,2020,2
Phyrexian Slayer,4.0,B,Creature,"Phyrexian,Minion",inv,2000,1
Fists of the Anvil,2.0,R,Instant,,mrd,2003,1
Storm of Forms,4.0,U,Instant,,ncc,2022,3
Corpse Cobble,2.0,"B,U",Instant,,mid,2021,2
Precognition Field,4.0,U,Enchantment,,pdom,2018,3
Flowstone Hellion,5.0,R,Creature,"Hellion,Beast",sth,1998,2
Twilight Panther,1.0,"B,W",Creature,"Cat,Spirit",rna,2019,1
Frenzied Raptor,3.0,R,Creature,Dinosaur,xln,2017,1
Complex Automaton,4.0,,"Artifact,Creature",Golem,nem,2000,3
Orochi Sustainer,2.0,G,Creature,"Snake,Shaman",chk,2004,1
Spirit of Resistance,3.0,W,Enchantment,,inv,2000,3
Herdchaser Dragon,6.0,G,Creature,Dragon,dtk,2015,2
"Redshift, Rocketeer Chief",2.0,"G,R","Legendary,Creature","Goblin,Pilot",dft,2025,3
Permeating Mass,1.0,G,Creature,Spirit,pemn,2016,3
Orb of Dreams,3.0,,Artifact,,bok,2005,3
Whispering Shade,4.0,B,Creature,Shade,ody,2001,1
Aradara Express,5.0,,Artifact,Vehicle,kld,2016,1
Salvaged Manaworker,2.0,,"Artifact,Creature",Construct,dmu,2022,1
Sparring Collar,2.0,R,Artifact,Equipment,5dn,2004,1
Thunder Totem,3.0,W,Artifact,,tsp,2006,2
Scholar of Stars,4.0,U,Creature,"Human,Artificer",m19,2018,1
"Lobelia, Defender of Bag End",3.0,B,"Legendary,Creature","Halfling,Citizen",ltc,2023,3
Celestial Judgment,6.0,W,Sorcery,,mic,2021,3
Reckless Brute,3.0,R,Creature,"Ogre,Warrior",m13,2012,1
Frontier Seeker,2.0,W,Creature,"Human,Scout",otj,2024,2
Memory Sluice,1.0,"B,U",Sorcery,,shm,2008,1
Torsten Von Ursus,6.0,"G,W","Legendary,Creature","Human,Soldier",leg,1994,2
Citystalker Connoisseur,4.0,B,Creature,Vampire,ymid,2021,3
Kavu Howler,6.0,G,Creature,Kavu,apc,2001,2
Bloodline Shaman,2.0,G,Creature,"Elf,Wizard,Shaman",ons,2002,2
Run Ashore,6.0,U,Instant,,khm,2021,1
Exiled Boggart,2.0,B,Creature,"Goblin,Rogue",lrw,2007,1
The Necrobloom,4.0,"B,G,W","Legendary,Creature",Plant,mh3,2024,3
"Targ Nar, Demon-Fang Gnoll",2.0,"G,R","Legendary,Creature",Gnoll,afr,2021,2
Zombie Cannibal,1.0,B,Creature,Zombie,ody,2001,1
Blast of Genius,6.0,"R,U",Sorcery,,dgm,2013,2
Vitalizing Cascade,2.0,"G,W",Instant,,mir,1996,2
"Saheeli, Radiant Creator",4.0,"G,R,U","Legendary,Creature","Human,Artificer",drc,2025,4
Basking Broodscale,2.0,G,Creature,"Eldrazi,Lizard",mh3,2024,1
Scorching Winds,1.0,R,Instant,,por,1997,2
Steeple Roc,5.0,W,Creature,Bird,dgm,2013,1
Ichor Elixir,4.0,,Artifact,,moc,2023,3
Basalt Golem,5.0,,"Artifact,Creature",Golem,mir,1996,2
Scald,2.0,R,Enchantment,,usg,1998,2
Conduit Pylons,0.0,,Land,Desert,otj,2024,1
Tomb Fortress,0.0,B,Land,,40k,2022,3
Call the Cavalry,4.0,W,Sorcery,,dom,2018,1
Saltfield Recluse,3.0,W,Creature,"Human,Rebel,Cleric",plc,2007,1
"Urza, Lord Protector",3.0,"U,W","Legendary,Creature","Human,Artificer",pbro,2022,4
Stronghold Rats,3.0,B,Creature,Rat,fut,2007,2
Earth Servant,6.0,R,Creature,Elemental,m11,2010,2
Goblin Cadets,1.0,R,Creature,Goblin,usg,1998,2
Martyr of Ashes,1.0,R,Creature,"Human,Shaman",csp,2006,1
Floodgate,4.0,U,Creature,Wall,mir,1996,2
Sharae of Numbing Depths,4.0,"U,W","Legendary,Creature","Merfolk,Wizard",woe,2023,2
Snarlfang Vermin,1.0,B,Creature,Rat,ymkm,2024,2
Brass Knuckles,4.0,,Artifact,Equipment,snc,2022,2
Deicide,2.0,W,Instant,,jou,2014,3
"Sam, Loyal Attendant",3.0,"G,W","Legendary,Creature","Halfling,Peasant",ltc,2023,4
A-Pyre-Sledge Arsonist,3.0,R,Creature,"Lizard,Shaman",snc,2022,2
Femeref Scouts,3.0,W,Creature,"Human,Scout",mir,1996,1
Razorfoot Griffin,4.0,W,Creature,Griffin,inv,2000,1
Karplusan Wolverine,1.0,R,"Snow,Creature","Wolverine,Beast",psal,2005,1
Angelic Arbiter,7.0,W,Creature,Angel,m11,2010,3
Sprouting Goblin,2.0,"G,R",Creature,"Goblin,Druid",dmu,2022,2
Stone Catapult,5.0,B,Creature,"Human,Soldier",ptk,1999,3
Iron League Steed,4.0,,"Artifact,Creature",Construct,kld,2016,2
Casting of Bones,3.0,B,Enchantment,Aura,all,1996,1
Saw,2.0,,Artifact,Equipment,dsk,2024,2
Burrog Befuddler,2.0,U,Creature,"Frog,Wizard",stx,2021,1
Essence of Orthodoxy,5.0,W,Creature,Phyrexian,mom,2023,3
Elixir of Vitality,4.0,,Artifact,,mir,1996,2
Keymaster Rogue,4.0,U,Creature,"Human,Rogue",gtc,2013,1
Myr Kinsmith,4.0,,"Artifact,Creature",Myr,one,2023,1
Defeat,2.0,B,Sorcery,,dtk,2015,1
Lair Delve,3.0,G,Sorcery,,avr,2012,1
Flesh Burrower,2.0,G,Creature,Insect,dsk,2024,1
Umara Raptor,3.0,U,Creature,"Bird,Ally",zen,2009,1
Maalfeld Twins,6.0,B,Creature,Zombie,avr,2012,2
Hushwing Gryff,3.0,W,Creature,Hippogriff,m15,2014,3
Dusk Legion Duelist,2.0,W,Creature,"Vampire,Soldier",mom,2023,3
Tishana's Tidebinder,3.0,U,Creature,"Merfolk,Wizard",lci,2023,3
Haradrim Spearmaster,3.0,R,Creature,"Human,Warrior",ltr,2023,1
The Secret Lair,0.0,,"Legendary,Land",Lair,ph20,2021,4
Ancient Imperiosaur,7.0,G,Creature,Dinosaur,pmom,2023,3
Gixian Recycler,2.0,B,"Artifact,Creature","Phyrexian,Horror",ybro,2022,3
Skyfire Phoenix,4.0,R,Creature,Phoenix,c19,2019,3
Skymark Roc,4.0,"U,W",Creature,Bird,rtr,2012,2
Magus of the Scroll,1.0,R,Creature,"Human,Wizard",tsp,2006,3
Sarulf's Packmate,4.0,G,Creature,Wolf,khm,2021,1
Undying Flames,6.0,R,Sorcery,,sok,2005,3
"Anim Pakal, Thousandth Moon",3.0,"R,W","Legendary,Creature","Human,Soldier",plci,2023,3
Renegade Tactics,1.0,R,Sorcery,,kld,2016,1
Diregraf Scavenger,4.0,B,Creature,"Zombie,Bear",vow,2021,1
Flamehold Grappler,3.0,"R,U,W",Creature,"Human,Monk",tdm,2025,3
Myr Reservoir,3.0,,Artifact,,som,2010,3
Treetop Sentinel,4.0,U,Creature,"Bird,Soldier",ody,2001,2
Dance with Devils,4.0,R,Instant,,soi,2016,2
Bottomless Pool // Locker Room,6.0,U,Enchantment,"Room,//,Enchantment,—,Room",dsk,2024,2
Wake Thrasher,3.0,U,Creature,"Merfolk,Soldier",eve,2008,3
Bone Pit Brute,6.0,R,Creature,Cyclops,m21,2020,1
"Zhuge Jin, Wu Strategist",3.0,U,"Legendary,Creature","Human,Advisor",ptk,1999,3
Blood Pact,3.0,B,Instant,,mid,2021,1
Granitic Titan,6.0,R,Creature,Elemental,hou,2017,1
Arcbound Mouser,1.0,W,"Artifact,Creature",Cat,mh2,2021,1
Chittering Host,7.0,B,Creature,"Eldrazi,Horror",emn,2016,1
"Dromar, the Banisher",6.0,"B,U,W","Legendary,Creature",Dragon,inv,2000,3
"Narod, the Beige Flower",3.0,"B,U,W","Legendary,Creature","Plant,Rogue",mb2,2024,3
Devouring Rage,5.0,R,Instant,Arcane,chk,2004,1
Possessed Centaur,4.0,"B,G",Creature,"Centaur,Horror",tor,2002,3
Explosive Apparatus,1.0,,Artifact,,soi,2016,1
Raven Wings,2.0,,Artifact,Equipment,khm,2021,1
Galvanic Giant // Storm Reading,4.0,U,Creature,"Giant,Wizard,//,Instant,—,Adventure",woe,2023,2
Murky Sewer,0.0,"B,U",Land,,dsk,2024,1
Truefire Captain,4.0,"R,W",Creature,"Human,Knight",grn,2018,2
Arctic Flats,0.0,"G,W","Snow,Land",,csp,2006,2
Malakir Rebirth // Malakir Mire,1.0,B,"Instant,//,Land",,znr,2020,2
Mardu Thunderkite,3.0,"B,R,W",Creature,Dragon,ytdm,2025,4
Goblin Cratermaker,2.0,R,Creature,"Goblin,Warrior",grn,2018,2
Arena Rector,4.0,W,Creature,"Human,Cleric",bbd,2018,4
Relic Seeker,2.0,W,Creature,"Human,Soldier",ori,2015,3
Rimefur Reindeer,4.0,W,Creature,Elk,woe,2023,1
Tranquilize,2.0,U,Sorcery,,acr,2024,1
Hildibrand Manderville // Gentleman's Rise,2.0,"B,W","Legendary,Creature","Human,Detective,//,Instant,—,Adventure",fic,2025,3
"Skanos, Dragon Vassal",5.0,G,"Legendary,Creature","Dragon,Ranger",hbg,2022,2
Sultai Runemark,3.0,B,Enchantment,Aura,frf,2015,1
Break Out,2.0,"G,R",Sorcery,,mkm,2024,2
Simic Ascendancy,2.0,"G,U",Enchantment,,prna,2019,3
Cryptic Gateway,5.0,,Artifact,,ons,2002,3
Ogre Resister,4.0,R,Creature,Ogre,mbs,2011,1
Forgeborn Phoenix,3.0,R,"Artifact,Creature","Equipment,Phoenix",yneo,2022,4
Azorius Knight-Arbiter,5.0,"U,W",Creature,"Human,Knight",rna,2019,1
Reinterpret,4.0,"R,U",Instant,,c21,2021,3
Balor,5.0,R,Creature,Demon,clb,2022,4
Cryptek,4.0,B,"Artifact,Creature","Necron,Wizard",40k,2022,3
Stand or Fall,4.0,R,Enchantment,,inv,2000,3
Twisted Image,1.0,U,Instant,,som,2010,2
"Neheb, Dreadhorde Champion",4.0,R,"Legendary,Creature","Zombie,Minotaur,Warrior",war,2019,3
Paranormal Analyst,2.0,U,Creature,"Human,Detective",dsk,2024,2
Brazen Scourge,3.0,R,Creature,Gremlin,kld,2016,2
Mushroom Watchdogs,2.0,G,Creature,Dog,ltr,2023,1
Sylvan Safekeeper,1.0,G,Creature,"Human,Wizard",jud,2002,3
Chilling Grasp,3.0,U,Instant,,emn,2016,2
Murasa Pyromancer,6.0,R,Creature,"Human,Shaman,Ally",zen,2009,2
Life Insurance,5.0,"B,W",Enchantment,,pncc,2022,3
Outland Liberator // Frenzied Trapbreaker,2.0,G,Creature,"Human,Werewolf,//,Creature,—,Werewolf",mid,2021,2
Wu Light Cavalry,2.0,U,Creature,"Human,Soldier",ptk,1999,1
Liliana's Contract,5.0,B,Enchantment,,m19,2018,3
"Ambergris, Agent of Law",4.0,"R,W","Legendary,Creature","Dwarf,Cleric",hbg,2022,2
Thran Weaponry,4.0,,Artifact,,ulg,1999,3
Neutralize the Guards,3.0,B,Instant,,otj,2024,2
Dogged Pursuit,4.0,B,Enchantment,,khm,2021,1
Chilling Trap,1.0,U,Instant,,znr,2020,1
Thopter Architect,4.0,W,Creature,"Human,Artificer",bro,2022,2
Pilgrim of Justice,3.0,W,Creature,"Human,Cleric",ody,2001,1
Total War,4.0,R,Enchantment,,ice,1995,3
"Chainer, Nightmare Adept",4.0,"B,R","Legendary,Creature","Human,Minion",c19,2019,4
Beloved Beggar // Generous Soul,2.0,W,Creature,"Human,Peasant,//,Creature,—,Spirit",mid,2021,2
A Realm Reborn,6.0,G,Enchantment,,pfin,2025,3
Escaped Experiment,2.0,U,"Artifact,Creature","Phyrexian,Beast",one,2023,1
Sanctuary Cat,1.0,W,Creature,Cat,dka,2012,1
Rain of Thorns,6.0,G,Sorcery,,avr,2012,2
Skittering Crustacean,3.0,U,Creature,Crab,cn2,2016,1
Voidforged Titan,5.0,B,"Artifact,Creature","Robot,Warrior",eoe,2025,2
Razorlash Transmogrant,2.0,B,"Artifact,Creature",Zombie,pbro,2022,3
Voidwalk,4.0,U,Sorcery,,gtc,2013,2
Aven Initiate,4.0,U,Creature,"Bird,Warrior",akh,2017,1
Fortuitous Find,3.0,B,Sorcery,,kld,2016,1
Minion of Leshrac,7.0,B,Creature,"Demon,Minion",ice,1995,3
Ertai's Scorn,3.0,U,Instant,,dmu,2022,2
Enter the Infinite,12.0,U,Sorcery,,gtc,2013,4
Drannith Stinger,2.0,R,Creature,"Human,Wizard",iko,2020,1
Plated Geopede,2.0,R,Creature,Insect,zen,2009,1
"Surrak, Elusive Hunter",3.0,G,"Legendary,Creature","Human,Warrior",ptdm,2025,3
Treachery,5.0,U,Enchantment,Aura,uds,1999,3
"Garnet, Princess of Alexandria",2.0,"G,W","Legendary,Creature","Human,Noble,Cleric",fin,2025,2
Gorilla War Cry,2.0,R,Instant,,all,1996,1
Smell Fear,2.0,G,Sorcery,,mh2,2021,1
Throne of Makindi,0.0,,Land,,pznr,2020,3
Immortal Obligation,2.0,W,Instant,,mkc,2024,3
Ronin Houndmaster,3.0,R,Creature,"Human,Samurai",chk,2004,1
Trace of Abundance,2.0,"G,R,W",Enchantment,Aura,arb,2009,1
Wingbright Thief,2.0,"U,W","Enchantment,Creature","Bird,Glimmer",ydsk,2024,2
Roil Elemental,6.0,U,Creature,Elemental,zen,2009,3
Fold into Aether,4.0,U,Instant,,5dn,2004,2
Tormented Pariah // Rampaging Werewolf,4.0,R,Creature,"Human,Warrior,Werewolf,//,Creature,—,Werewolf",isd,2011,1
Goblin Maskmaker,1.0,R,Creature,"Goblin,Citizen",mkm,2024,1
Dichotomancy,9.0,U,Sorcery,,plc,2007,3
Necromancer's Familiar,4.0,B,Creature,"Bird,Spirit",mh2,2021,2
"Omega, Heartless Evolution",7.0,"G,U","Legendary,Artifact,Creature",Robot,fin,2025,2
"Gwaihir, Greatest of the Eagles",5.0,W,"Legendary,Creature","Bird,Noble",ltc,2023,3
Foul Play,2.0,B,Sorcery,,mid,2021,2
Errant Minion,3.0,U,Enchantment,Aura,ice,1995,1
Boareskyr Tollkeeper,2.0,W,Creature,"Orc,Knight",hbg,2022,2
Elanor Gardner,4.0,G,"Legendary,Creature","Halfling,Scout",ltr,2023,3
Possessed Portal,8.0,,Artifact,,5dn,2004,3
"A-Rowan, Scholar of Sparks // A-Will, Scholar of Frost",3.0,"R,U","Legendary,Planeswalker","Rowan,//,Legendary,Planeswalker,—,Will",stx,2021,4
Apostle's Blessing,2.0,W,Instant,,nph,2011,1
Overwhelming Encounter,5.0,G,Sorcery,,clb,2022,2
Realm-Cloaked Giant // Cast Off,7.0,W,Creature,"Giant,//,Sorcery,—,Adventure",eld,2019,4
Mardu Blazebringer,3.0,R,Creature,"Ogre,Warrior",ktk,2014,2
Ring of Immortals,5.0,,Artifact,,leg,1994,3
Power Fist,2.0,G,Artifact,Equipment,pip,2024,3
Stronghold Taskmaster,4.0,B,Creature,"Giant,Minion",sth,1998,2
"Thrasta, Tempest's Roar",12.0,G,"Legendary,Creature",Dinosaur,pmh2,2021,4
Patron of the Nezumi,7.0,B,"Legendary,Creature",Spirit,bok,2005,3
Joiner Adept,2.0,G,Creature,"Elf,Druid",5dn,2004,3
Blightcaster,4.0,B,Creature,"Human,Wizard",m14,2013,2
Eddytrail Hawk,2.0,W,Creature,Bird,kld,2016,1
Mindleech Mass,8.0,"B,U",Creature,Horror,rav,2005,3
"Ruxa, Patient Professor",4.0,G,"Legendary,Creature","Bear,Druid",c21,2021,3
Waxing Moon,2.0,G,Instant,,emn,2016,1
Luminous Angel,7.0,W,Creature,Angel,mrd,2003,3
"Lulu, Stern Guardian",3.0,U,"Legendary,Creature","Human,Wizard",fic,2025,3
Shrine of Limitless Power,3.0,,Artifact,,nph,2011,2
"Indris, the Hydrostatic Surge",6.0,"R,U","Legendary,Creature","Otter,Incarnation",yblb,2024,4
Extinction,5.0,B,Sorcery,,tmp,1997,3
Oneirophage,4.0,U,Creature,"Squid,Illusion",mh1,2019,2
Orcish Vandal,2.0,R,Creature,"Orc,Warrior",dom,2018,2
Rottenmouth Viper,6.0,B,Creature,"Elemental,Snake",pblb,2024,4
Spawn of Rix Maadi,5.0,"B,R",Creature,Horror,rtr,2012,1
Bonded Herdbeast // Plated Kilnbeast,5.0,"G,R",Creature,"Beast,//,Creature,—,Phyrexian,Beast",mom,2023,1
"Ratchet, Field Medic // Ratchet, Rescue Racer",3.0,W,"Legendary,Artifact,Creature","Robot,//,Legendary,Artifact,—,Vehicle",bot,2022,4
Watchful Giant,6.0,W,Creature,"Giant,Soldier",rna,2019,1
Thunder Spirit,3.0,W,Creature,"Elemental,Spirit",leg,1994,3
Act of Aggression,5.0,R,Instant,,nph,2011,2
Pallimud,3.0,R,Creature,Beast,tmp,1997,3
Baloth Packhunter,4.0,G,Creature,Beast,anb,2020,1
Sunset Revelry,2.0,W,Sorcery,,mid,2021,2
Telekinetic Sliver,4.0,U,Creature,Sliver,tsp,2006,2
Food Coma,4.0,W,Enchantment,,woe,2023,2
Ramses Overdark,6.0,"B,U","Legendary,Creature","Human,Assassin",leg,1994,3
False Mourning,1.0,G,Sorcery,,ptk,1999,2
Ivorytusk Fortress,5.0,"B,G,W",Creature,Elephant,pktk,2014,3
Cathar's Shield,0.0,,Artifact,Equipment,emn,2016,1
Wingrattle Scarecrow,3.0,,"Artifact,Creature",Scarecrow,shm,2008,1
Suppress,3.0,B,Sorcery,,apc,2001,2
Desperate Lunge,2.0,W,Instant,,war,2019,1
Dimir Doppelganger,3.0,"B,U",Creature,Shapeshifter,rav,2005,3
Loam Dryad,1.0,G,Creature,"Dryad,Horror",soi,2016,1
Doorkeeper Thrull,2.0,W,Creature,Thrull,mkm,2024,3
