name,mana_value,color_identity,types,subtypes,set,year,rarity
Splashy Spellcaster // Splashy Spellcaster,0.0,,"Card,//,Card",,awoe,2023,common
Battlefly Swarm,1.0,B,Creature,"Phyrexian,Insect",dmu,2022,common
Blazing Archon,9.0,W,Creature,Archon,rav,2005,rare
Balduvian Dead,4.0,"B,R",Creature,Zombie,all,1996,uncommon
United Battlefront,4.0,W,Sorcery,,tdm,2025,rare
Hidden Blade // Hidden Blade,0.0,,"Card,//,Card",,aacr,2024,common
Snowfield Sinkhole,0.0,"B,W","Snow,Land","Plains,Swamp",khm,2021,common
Kruin Outlaw // Terror of Kruin Pass,3.0,R,Creature,"Human,Rogue,Werewolf,//,Creature,—,Werewolf",isd,2011,rare
Unchained Berserker,2.0,R,Creature,"Human,Berserker",m20,2019,uncommon
"Kalemne, Disciple of Iroas",4.0,"R,W","Legendary,Creature","Giant,Soldier",c15,2015,mythic
Westfold Rider,2.0,W,Creature,"Human,Knight",ltr,2023,common
Gravespawn Sovereign,6.0,B,Creature,Zombie,ons,2002,rare
Soulblade Djinn,5.0,U,Creature,Djinn,pori,2015,rare
Crumb and Get It,1.0,W,Instant,,blb,2024,common
Redcap Heelslasher,4.0,R,Creature,"Goblin,Rogue",mom,2023,common
Frontline Medic,3.0,W,Creature,"Human,Cleric",gtc,2013,rare
Dominaria's Judgment,3.0,W,Instant,,pls,2001,rare
Tarfire,1.0,R,"Kindred,Instant",Goblin,lrw,2007,common
Scrapbasket,4.0,,"Artifact,Creature",Scarecrow,shm,2008,common
Lens of Clarity,1.0,,Artifact,,ktk,2014,common
Nefarious Imp // Nefarious Imp,0.0,,"Card,//,Card",,aclb,2022,common
Cairn Wanderer,5.0,B,Creature,Shapeshifter,lrw,2007,rare
"Magosi, the Waterveil",0.0,U,Land,,zen,2009,rare
Dance of Flame,0.0,,Enchantment,,tdag,2014,common
Artisan of Forms,2.0,U,Creature,"Human,Wizard",ths,2013,rare
Time Stretch,10.0,U,Sorcery,,ody,2001,rare
Goldnight Commander,4.0,W,Creature,"Human,Cleric,Soldier",avr,2012,uncommon
Kalemne's Captain,5.0,W,Creature,"Giant,Soldier",c15,2015,rare
"Ulalek, Fused Atrocity",5.0,"B,G,R,U,W","Legendary,Creature",Eldrazi,m3c,2024,mythic
Griffin Sentinel,3.0,W,Creature,Griffin,m10,2009,common
Quagmire Lamprey,3.0,B,Creature,Fish,mmq,1999,uncommon
Subterranean Scout,2.0,R,Creature,"Goblin,Scout",ori,2015,common
Welcome to Valley,0.0,,Plane,Bloomburrow,unk,2024,common
Feral Maaka,2.0,R,Creature,Cat,rna,2019,common
Twilight's Call,6.0,B,Sorcery,,inv,2000,rare
Monastery Swiftspear,1.0,R,Creature,"Human,Monk",ktk,2014,uncommon
"Astarion, the Decadent",6.0,"B,W","Legendary,Creature","Vampire,Elf,Rogue",clb,2022,rare
Transcendent Dragon,6.0,U,Creature,Dragon,tdc,2025,rare
Archivist of Oghma,2.0,W,Creature,"Halfling,Cleric",clb,2022,rare
"Boromir, Gondor's Hope",4.0,"U,W","Legendary,Creature","Human,Warrior",ltc,2023,rare
Werefox Bodyguard,3.0,W,Creature,"Elf,Fox,Knight",pwoe,2023,rare
Ritual of Subdual,6.0,G,Enchantment,,ice,1995,rare
Riveteers Charm,3.0,"B,G,R",Instant,,snc,2022,uncommon
Stern Scolding,1.0,U,Instant,,ltr,2023,uncommon
Yellow Scarves Troops,2.0,R,Creature,"Human,Soldier",ptk,1999,common
Ogre Warrior,0.0,B,"Token,Creature","Ogre,Warrior",tsnc,2022,common
Tangle Spider,6.0,G,Creature,Spider,dst,2004,common
Malfunction,4.0,U,Enchantment,Aura,kld,2016,common
The Cyber-Controller,3.0,"B,U","Legendary,Artifact,Creature",Cyberman,who,2023,rare
Temporal Eddy,4.0,U,Sorcery,,tsp,2006,common
Sun-Crowned Hunters,6.0,R,Creature,Dinosaur,xln,2017,common
Boreas Charger,3.0,W,Creature,Pegasus,c18,2018,rare
Jeskai Revelation,7.0,"R,U,W",Instant,,tdm,2025,mythic
"Hugs, Grisly Guardian",4.0,"G,R","Legendary,Creature","Badger,Warrior",pblb,2024,mythic
Knight in _____ Armor,2.0,W,Creature,"Human,Knight,Performer",unf,2022,uncommon
Mortis Dogs,4.0,B,Creature,"Phyrexian,Dog",nph,2011,common
"Kaseto, Orochi Archmage",3.0,"G,U","Legendary,Creature","Snake,Wizard",c15,2015,mythic
"Teferi, Hero of Dominaria Emblem",0.0,,Emblem,Teferi,tdom,2018,common
"Gollum, Obsessed Stalker",2.0,B,"Legendary,Creature","Halfling,Horror",ltc,2023,rare
Mindslaver Toolkit,0.0,,Artifact,,unk,2023,rare
Brokers Confluence,5.0,"G,U,W",Instant,,pncc,2022,rare
Worldslayer,5.0,,Artifact,Equipment,mrd,2003,rare
Elvish Herder,1.0,G,Creature,Elf,usg,1998,common
Blessed Wind,9.0,W,Sorcery,,pcy,2000,rare
Recruiter of the Guard,3.0,W,Creature,"Human,Soldier",cn2,2016,rare
Fugitive Codebreaker,2.0,R,Creature,"Goblin,Rogue",mkm,2024,rare
Fool's Demise,5.0,U,Enchantment,Aura,tsp,2006,uncommon
Headhunter,2.0,B,Creature,"Human,Cleric",ons,2002,uncommon
Master of the Wild Hunt Avatar,0.0,,Vanguard,,pmoa,2003,rare
Rats' Feast,1.0,B,Sorcery,,jud,2002,common
Twins of Maurer Estate,5.0,B,Creature,Vampire,soi,2016,common
Kogla and Yidaro // Kogla and Yidaro,0.0,,"Card,//,Card",,amom,2023,common
Quistis Trepe,3.0,U,"Legendary,Creature","Human,Wizard",fin,2025,uncommon
Antarctic Research Base,0.0,,Plane,Earth,who,2023,common
Sage-Eye Harrier,5.0,W,Creature,"Bird,Warrior",ktk,2014,common
"Toralf, God of Fury // Toralf, God of Fury",0.0,,"Card,//,Card",,akhm,2021,common
Scion of Vitu-Ghazi,5.0,W,Creature,Elemental,dgm,2013,rare
Precise Strike,1.0,R,Instant,,aer,2017,common
Blink Dog // Blink Dog,0.0,,"Card,//,Card",,aafr,2021,common
Against All Odds,4.0,W,Sorcery,,one,2023,uncommon
Cauldron of Souls,5.0,,Artifact,,shm,2008,rare
Sengir Nosferatu,5.0,B,Creature,Vampire,tsp,2006,rare
Hithlain Rope,2.0,,Artifact,,ltc,2023,rare
Kuldotha Ringleader,5.0,R,Creature,"Giant,Berserker",mbs,2011,common
Temur Tawnyback,6.0,"G,R,U",Creature,Beast,tdm,2025,common
Vanish into Memory,4.0,"U,W",Instant,,csp,2006,uncommon
"Huatli, Poet of Unity // Roar of the Fifth People",3.0,"G,R,W","Legendary,Creature","Human,Warrior,Bard,//,Enchantment,—,Saga",lci,2023,mythic
Twists and Turns // Mycoid Maze,1.0,G,"Enchantment,//,Land",Cave,lci,2023,uncommon
Weird Harvest,2.0,G,Sorcery,,ons,2002,rare
Canoptek Scarab Swarm,4.0,,"Artifact,Creature",Insect,40k,2022,rare
"Rashmi, Eternities Crafter",4.0,"G,U","Legendary,Creature","Elf,Druid",kld,2016,mythic
Grisly Spectacle,4.0,B,Instant,,gtc,2013,common
Forging the Tyrite Sword,3.0,"R,W",Enchantment,Saga,khm,2021,uncommon
Assassin Initiate,1.0,B,Creature,"Human,Assassin",acr,2024,uncommon
Dawnhart Wardens // Dawnhart Wardens,0.0,,"Card,//,Card",,amid,2021,common
"Ace, Fearless Rebel",4.0,G,"Legendary,Creature","Human,Rebel",who,2023,rare
The Seventh Doctor,5.0,"U,W","Legendary,Creature","Time,Lord,Doctor",who,2023,rare
Arcane Heist,4.0,U,Sorcery,,otc,2024,rare
Golem Foundry,3.0,,Artifact,,som,2010,common
"Qala, Ajani's Pridemate",4.0,W,"Legendary,Creature","Cat,Warrior",j25,2024,uncommon
Minister of Pain,3.0,B,Creature,"Human,Shaman",dtk,2015,uncommon
Falkenrath Forebear // Falkenrath Forebear,0.0,,"Card,//,Card",,avow,2021,common
Horn of Gondor // Horn of Gondor,0.0,,"Card,//,Card",,altr,2023,common
"Don Andres, the Renegade",4.0,"B,R,U","Legendary,Creature","Vampire,Pirate",lcc,2023,mythic
Pause for Reflection,3.0,G,Instant,,grn,2018,common
Wreck Hunter,2.0,B,Creature,"Human,Artificer",brc,2022,rare
Plated Seastrider,2.0,U,Creature,Beast,som,2010,common
Atinlay Igpay,6.0,W,Eaturecray,Igpay,unh,2004,uncommon
Sunrise Cavalier,3.0,"R,W",Creature,"Human,Knight",mid,2021,uncommon
Wolf,0.0,B,"Token,Creature",Wolf,tisd,2011,common
Agyrem,0.0,,Plane,Ravnica,ohop,2009,common
Student of Ojutai,4.0,W,Creature,"Human,Monk",dtk,2015,common
Niv-Mizzet Reborn,5.0,"B,G,R,U,W","Legendary,Creature","Dragon,Avatar",war,2019,mythic
Daring Escape,1.0,R,Instant,,snc,2022,common
Aether Burst,2.0,U,Instant,,ody,2001,common
Winter's Demonmech,5.0,,"Artifact,Creature",Horror,unk,2025,rare
Elemental,0.0,"R,U","Token,Creature",Elemental,tstx,2021,common
Arborback Stomper,5.0,G,Creature,Beast,kld,2016,uncommon
Jousting Dummy,2.0,,"Artifact,Creature","Scarecrow,Knight",eld,2019,common
Protector of the Wastes,6.0,W,Creature,Dragon,tdc,2025,rare
Burlfist Oak,4.0,G,Creature,Treefolk,m21,2020,uncommon
Jace's Scrutiny,2.0,U,Instant,,soi,2016,common
Battlewing Mystic // Battlewing Mystic,0.0,,"Card,//,Card",,admu,2022,common
Pain // Suffering,5.0,"B,R","Sorcery,//,Sorcery",,inv,2000,uncommon
Cloud Sprite,1.0,U,Creature,Faerie,mmq,1999,common
Malakir Blood-Priest,2.0,B,Creature,"Vampire,Cleric",znr,2020,common
Army of Allah,3.0,W,Instant,,arn,1993,common
Twitching Doll // Twitching Doll,0.0,,"Card,//,Card",,adsk,2024,common
Elixir of Immortality,1.0,,Artifact,,m11,2010,uncommon
Youthful Knight,2.0,W,Creature,"Human,Knight",sth,1998,common
Rod of Absorption,3.0,U,Artifact,,afc,2021,rare
Clutch of Currents,1.0,U,Sorcery,,bfz,2015,common
Pull from Eternity,1.0,W,Instant,,tsp,2006,uncommon
Syphon Sliver,3.0,B,Creature,Sliver,m14,2013,rare
Austere Command,6.0,W,Sorcery,,lrw,2007,rare
Lull,2.0,G,Instant,,usg,1998,common
Retreat to Coralhelm,3.0,U,Enchantment,,bfz,2015,uncommon
Knowledge Exploitation,7.0,U,"Kindred,Sorcery",Rogue,mor,2008,rare
Sludge Monster,5.0,U,Creature,Horror,pmid,2021,rare
Contaminated Ground,2.0,B,Enchantment,Aura,roe,2010,common
Medomai's Prophecy,2.0,U,Enchantment,Saga,thb,2020,uncommon
Suspicious Shambler,4.0,B,Creature,Zombie,j22,2022,common
Bloody,0.0,,Card,,fj25,2024,common
Cursed Courtier,3.0,W,Creature,"Human,Noble",woe,2023,uncommon
Restless Vinestalk,0.0,"G,U",Land,,pwoe,2023,rare
Soul's Grace,2.0,W,Instant,,ala,2008,common
Minotaur Goreseeker,0.0,,Creature,Minotaur,tbth,2014,common
Sphinx of the Guildpact,7.0,"B,G,R,U,W","Artifact,Creature",Sphinx,rna,2019,uncommon
Kessig Cagebreakers,5.0,G,Creature,"Human,Rogue",isd,2011,rare
Bog Badger,3.0,"B,G",Creature,Badger,dmu,2022,common
Manakin,2.0,,"Artifact,Creature",Construct,tmp,1997,common
Alesha's Vanguard,4.0,B,Creature,"Orc,Warrior",frf,2015,common
Gruesome Slaughter,6.0,,Sorcery,,bfz,2015,rare
Nibelheim Aflame,4.0,R,Sorcery,,fin,2025,mythic
"Arthur, Marigold Knight",5.0,"R,U,W","Legendary,Creature","Mouse,Knight",blc,2024,mythic
Kashi-Tribe Reaver,4.0,G,Creature,"Snake,Warrior",chk,2004,uncommon
Genju of the Fens,1.0,B,Enchantment,Aura,bok,2005,uncommon
Quintorius Kand // Quintorius Kand,0.0,,"Card,//,Card",,alci,2023,common
Steadfast Paladin,2.0,W,Creature,"Dwarf,Knight",afr,2021,common
Harsh Mentor,2.0,R,Creature,"Human,Cleric",akh,2017,rare
Ill-Gotten Inheritance,4.0,B,Enchantment,,rna,2019,common
Racketeer Boss,2.0,"G,R",Creature,"Cat,Warrior",ysnc,2022,rare
Brilliant Halo,2.0,W,Enchantment,Aura,usg,1998,common
Untamed Pup // Untamed Pup,0.0,,"Card,//,Card",,amid,2021,common
Planar Outburst,5.0,W,Sorcery,,bfz,2015,rare
Graveborn Muse,4.0,B,Creature,"Zombie,Spirit",lgn,2003,rare
Visage of Dread // Dread Osseosaur,2.0,B,"Artifact,//,Creature","Dinosaur,Skeleton,Horror",lci,2023,uncommon
Stampeding Horncrest,5.0,R,Creature,Dinosaur,rix,2018,common
Nessian Hornbeetle,2.0,G,Creature,Insect,thb,2020,uncommon
Creakwood Ghoul,5.0,"B,G",Creature,"Plant,Zombie",eve,2008,uncommon
Winter Blast,1.0,G,Sorcery,,leg,1994,rare
Jabari's Banner,2.0,,Artifact,,wth,1997,uncommon
Angelic Guardian,6.0,W,Creature,Angel,g18,2018,rare
Square Up,2.0,"G,U",Instant,,stx,2021,common
Templar Knight,2.0,W,Creature,"Human,Knight",acr,2024,uncommon
Light of Day,4.0,W,Enchantment,,tmp,1997,uncommon
Soldier,0.0,W,"Token,Creature",Soldier,tcn2,2016,common
Sharp-Eyed Rookie,2.0,G,Creature,"Human,Detective",mkm,2024,rare
Righteous Avengers,5.0,W,Creature,"Human,Soldier",leg,1994,uncommon
Dúnedain Blade,2.0,W,Artifact,Equipment,ltr,2023,common
Safe Passage,3.0,W,Instant,,m10,2009,common
Furnace Oriflamme,3.0,R,Enchantment,,unk,2023,uncommon
Dragonbroods' Relic,2.0,"B,G,R,U,W",Artifact,,tdm,2025,uncommon
Majestic Auricorn,5.0,W,Creature,Unicorn,iko,2020,uncommon
A-Radha's Firebrand,2.0,R,Creature,"Human,Warrior",dmu,2022,rare
Steel Wall,1.0,,"Artifact,Creature",Wall,mrd,2003,common
Dormant Sliver,4.0,"G,U",Creature,Sliver,plc,2007,uncommon
Soulblade Corrupter,5.0,B,Creature,"Human,Warrior",bbd,2018,uncommon
Colossal Chorus,8.0,G,Sorcery,Chorus,ylci,2023,mythic
Imperial Oath,6.0,W,Sorcery,,neo,2022,common
Dowsing Dagger // Lost Vale,2.0,,Artifact,"Equipment,//,Land",pxln,2017,rare
"Sarevok, Divine Usurper",5.0,"B,W","Legendary,Creature","Human,Knight",hbg,2022,uncommon
Citanul Hierophants,4.0,G,Creature,"Human,Druid",usg,1998,rare
Hollow Trees,0.0,G,Land,,fem,1994,rare
Mind Swords,2.0,B,Sorcery,,nem,2000,common
The Cruelty of Gix,5.0,B,Enchantment,Saga,dmu,2022,rare
Lumengrid Gargoyle,6.0,,"Artifact,Creature",Gargoyle,mbs,2011,uncommon
Swift Response,2.0,W,Instant,,m21,2020,common
Jungle Creeper,3.0,"B,G",Creature,Elemental,rix,2018,uncommon
Dowsing Device // Geode Grotto,2.0,R,"Artifact,//,Land",Cave,lci,2023,uncommon
Fa'adiyah Seer,2.0,G,Creature,"Human,Shaman",plc,2007,common
"Arteeoh, Dread Scavenger",4.0,"B,G,U","Legendary,Artifact,Creature",Robot,ph21,2021,mythic
Ovinize,2.0,U,Instant,,plc,2007,uncommon
Fang Dragon // Forktail Sweep,7.0,R,Creature,"Dragon,//,Sorcery,—,Adventure",clb,2022,common
Dauntless Dismantler,2.0,W,Creature,"Human,Artificer",lci,2023,uncommon
Mardu Outrider,3.0,B,Creature,"Orc,Warrior",anb,2020,rare
Tyranid Prime,3.0,"G,U",Creature,Tyranid,40k,2022,rare
Arena of Glory,0.0,R,Land,,mh3,2024,rare
Entourage of Trest,5.0,G,Creature,"Elf,Soldier",cn2,2016,common
Sacred Rites,1.0,W,Instant,,ody,2001,common
Knight of the Kitchen Sink,2.0,W,"Artifact,Creature","Cyborg,Knight",ust,2017,uncommon
Capricious Efreet,6.0,R,Creature,Efreet,m10,2009,rare
Jackknight,2.0,W,"Artifact,Creature","Cyborg,Knight",ust,2017,rare
Verity Circle,3.0,U,Enchantment,,rna,2019,rare
Whipkeeper,4.0,R,Creature,Dwarf,ody,2001,uncommon
Slagwoods Bridge // Slagwoods Bridge,0.0,,"Card,//,Card",,amh2,2021,common
Roiling Waters,7.0,U,Sorcery,,ogw,2016,uncommon
"Phabine, Boss's Confidant",6.0,"G,R,W","Legendary,Creature","Cat,Advisor",ncc,2022,mythic
War Oracle,4.0,W,Creature,"Human,Cleric",ori,2015,uncommon
Consecrated by Blood,4.0,B,Enchantment,Aura,ori,2015,uncommon
Dread Slaver,5.0,B,Creature,"Zombie,Horror",avr,2012,rare
Void Squall,5.0,U,Sorcery,,dtk,2015,uncommon
Fertile Imagination,4.0,G,Sorcery,,psal,2005,uncommon
Territorial Allosaurus,4.0,G,Creature,Dinosaur,dom,2018,rare
The Aether Flues,0.0,,Plane,Iquatana,ohop,2009,common
Wyll's Reversal,3.0,R,Instant,,clb,2022,rare
Orbweaver Kumo,6.0,G,Creature,Spirit,chk,2004,uncommon
Ancestral Reminiscence // Ancestral Reminiscence,0.0,,"Card,//,Card",,alci,2023,common
Implode,5.0,R,Sorcery,,pls,2001,uncommon
Tentacle,0.0,U,"Token,Creature",Tentacle,tthb,2020,common
"Zurzoth, Chaos Rider",3.0,R,"Legendary,Creature",Devil,jmp,2020,rare
Brittle Blast,3.0,R,Instant,,ymid,2021,uncommon
"Lumra, Bellow of the Woods",6.0,G,"Legendary,Creature","Elemental,Bear",blb,2024,mythic
Horned Helm,2.0,G,Artifact,Equipment,5dn,2004,common
Stalking Predator // Stalking Predator,0.0,,"Card,//,Card",,amid,2021,common
Defossilize,5.0,B,Sorcery,,lci,2023,uncommon
Showdown of the Skalds,4.0,"R,W",Enchantment,Saga,khm,2021,rare
Bob the Claymore,3.0,,"Legendary,Artifact",Equipment,unk,2023,rare
Trostani Discordant,5.0,"G,W","Legendary,Creature",Dryad,pgrn,2018,mythic
Killer Cosplay,1.0,G,Artifact,Equipment,unf,2022,mythic
Audience with Trostani,3.0,G,Sorcery,,pmkm,2024,rare
Dark Withering,6.0,B,Instant,,tsp,2006,common
Journey for the Elixir,3.0,G,Sorcery,,gs1,2018,rare
Regal Behemoth // Regal Behemoth,0.0,,"Card,//,Card",,acmm,2023,common
Berserkers' Onslaught,5.0,R,Enchantment,,dtk,2015,rare
Nix,1.0,U,Instant,,fut,2007,rare
Shell Shield,1.0,U,Instant,,znr,2020,common
Kathari Bomber,3.0,"B,R",Creature,"Bird,Shaman",arb,2009,common
Wake the Reflections,1.0,W,Sorcery,,dgm,2013,common
Skeleton Archer,4.0,B,Creature,"Skeleton,Archer",m19,2018,common
Icy Manalith,0.0,,"Token,Snow,Artifact",,tkhm,2021,common
Undergrowth Champion,3.0,G,Creature,Elemental,pbfz,2015,mythic
Veteran Guardmouse,4.0,"R,W",Creature,"Mouse,Soldier",blb,2024,common
Meathook Massacre II,4.0,B,"Legendary,Enchantment",,dsk,2024,mythic
Ilysian Caryatid,2.0,G,Creature,Plant,thb,2020,common
Adaptive Sporesinger,3.0,G,Creature,"Phyrexian,Druid",one,2023,common
Taunting Sliver,4.0,U,Creature,Sliver,cmm,2023,rare
Molten Nursery,3.0,R,Enchantment,,bfz,2015,uncommon
Dimir Infiltrator,2.0,"B,U",Creature,Spirit,psal,2005,common
Esoteric Duplicator,3.0,U,Artifact,Clue,big,2024,mythic
Part the Waterveil,6.0,U,Sorcery,,bfz,2015,mythic
Scarecrow Guide,2.0,,"Artifact,Creature",Scarecrow,woe,2023,common
Curse of Hospitality,3.0,R,Enchantment,"Aura,Curse",vow,2021,rare
Spontaneous Flight,3.0,W,Instant,,iko,2020,common
Unruly Catapult,3.0,R,"Artifact,Creature",Construct,woe,2023,common
Peri Brown,4.0,W,"Legendary,Creature",Human,who,2023,rare
Nurgle's Rot,1.0,B,Enchantment,Aura,40k,2022,uncommon
Char,3.0,R,Instant,,rav,2005,rare
Gearseeker Serpent,7.0,U,Creature,Serpent,kld,2016,common
Prismari Campus // Prismari Campus,0.0,,"Card,//,Card",,astx,2021,common
Enemy of the Guildpact,5.0,B,Creature,Spirit,dis,2006,common
Azra Matchthrower,4.0,R,Creature,"Azra,Warrior",unk,2023,common
Rishadan Brigand,5.0,U,Creature,"Human,Pirate",mmq,1999,rare
Caretaker's Talent,3.0,W,Enchantment,Class,pblb,2024,rare
Verdant Embrace,5.0,G,Enchantment,Aura,tsp,2006,rare
Purphoros's Emissary,4.0,R,"Enchantment,Creature",Ox,ths,2013,uncommon
Glass-Cast Heart,3.0,B,Artifact,,voc,2021,rare
"Drivnod, Carnage Dominus // Drivnod, Carnage Dominus",0.0,,"Card,//,Card",,aone,2023,common
Eelectrocute,2.0,R,Instant,,unf,2022,common
Desynchronization,4.0,U,Instant,,acr,2024,rare
Axebane Ferox,4.0,G,Creature,Beast,mkm,2024,rare
Megantic Sliver,6.0,G,Creature,Sliver,pm14,2013,rare
Will Kenrith Emblem,0.0,,Emblem,Will,tbbd,2018,common
"Grazilaxx, Illithid Scholar",3.0,U,"Legendary,Creature",Horror,afr,2021,rare
Poison the Blade,2.0,G,Instant,,clb,2022,common
Shrewd Hatchling,4.0,"R,U",Creature,Elemental,eve,2008,uncommon
Moroii,4.0,"B,U",Creature,Vampire,rav,2005,uncommon
Whip of Erebos,4.0,B,"Legendary,Enchantment,Artifact",,ths,2013,rare
Bloodhunter Bat,4.0,B,Creature,Bat,m13,2012,common
Graf Rats,2.0,B,Creature,Rat,emn,2016,common
Guardian Lions,5.0,W,Creature,Cat,m13,2012,common
Skyreach Manta,5.0,,"Artifact,Creature",Fish,5dn,2004,common
Grim Bounty,4.0,B,Sorcery,,afr,2021,common
Turn to Frog,2.0,U,Instant,,m12,2011,uncommon
Queue of Beetles,4.0,R,Creature,Insect,cmb1,2019,rare
Bolt Hound,3.0,R,Creature,"Elemental,Dog",m21,2020,uncommon
Vengeful Regrowth,6.0,G,Sorcery,,otc,2024,rare
Vampiric Dragon,8.0,"B,R",Creature,"Vampire,Dragon",ody,2001,rare
Grand Ossuary,0.0,,Plane,Ravnica,opc2,2012,common
Paralyzing Grasp,3.0,U,Enchantment,Aura,zen,2009,common
Baleful Force,8.0,B,Creature,Elemental,c13,2013,rare
Rediscover the Way,3.0,"R,U,W",Enchantment,Saga,ptdm,2025,rare
Strength of Arms,1.0,W,Instant,,soi,2016,common
Harvester of Souls,6.0,B,Creature,Demon,avr,2012,rare
Fate Transfer,2.0,"B,U",Instant,,shm,2008,common
Psychic Paper,2.0,,Artifact,Equipment,who,2023,uncommon
Jolt,3.0,U,Instant,,mir,1996,common
Clockwork Gnomes,4.0,,"Artifact,Creature",Gnome,hml,1995,common
Reiver Demon,8.0,B,Creature,Demon,mrd,2003,rare
Freyalise's Charm,2.0,G,Enchantment,,ice,1995,uncommon
"Vannifar, Evolved Enigma",4.0,"G,U","Legendary,Creature","Elf,Ooze,Wizard",mkm,2024,mythic
Sunken Citadel,0.0,,Land,Cave,lci,2023,rare
Drake Umbra,5.0,U,Enchantment,Aura,roe,2010,uncommon
Alex Borteh Bio,0.0,,Card,,wc01,2001,common
Sandsteppe Outcast,3.0,W,Creature,"Human,Warrior",frf,2015,common
Atzocan Archer,3.0,G,Creature,"Human,Archer",xln,2017,uncommon
Bloodcrazed Paladin,2.0,B,Creature,"Vampire,Knight",xln,2017,rare
"Doran, the Siege Tower",3.0,"B,G,W","Legendary,Creature","Treefolk,Shaman",lrw,2007,rare
Howlpack Resurgence,3.0,G,Enchantment,,soi,2016,uncommon
Repentance,3.0,W,Sorcery,,tmp,1997,uncommon
Tunnel Tipster,2.0,G,Creature,"Mole,Scout",mkm,2024,common
Reduce to Ashes,5.0,R,Sorcery,,soi,2016,common
Ancient Stirrings,1.0,G,Sorcery,,roe,2010,common
Waker of Waves,7.0,U,Creature,Whale,m21,2020,uncommon
Radiant Grace // Radiant Restraints,1.0,W,Enchantment,"Aura,//,Enchantment,—,Aura,Curse",vow,2021,uncommon
Dungeon Shade,4.0,B,Creature,"Shade,Spirit",sth,1998,common
Cruel Entertainment,7.0,B,Sorcery,,c16,2016,rare
Dr. Madison Li,3.0,"R,U,W","Legendary,Creature","Human,Scientist",pip,2024,mythic
Rathi Assassin,4.0,B,Creature,"Phyrexian,Zombie,Mercenary,Assassin",pnem,2000,rare
Blood Researcher,3.0,"B,G",Creature,"Vampire,Druid",stx,2021,common
Orzhov Pontiff,3.0,"B,W",Creature,"Human,Cleric",gpt,2006,rare
Fiery Finish,6.0,R,Sorcery,,m19,2018,uncommon
Holographic Double,1.0,U,Creature,Illusion,yneo,2022,rare
Colossus of Akros,8.0,,"Artifact,Creature",Golem,ths,2013,rare
Djinn Illuminatus,7.0,"R,U",Creature,Djinn,pgpt,2006,rare
Just a Li'l Guy,1.0,G,Instant,,unk,2025,rare
"Xanathar, Guild Kingpin",6.0,"B,U","Legendary,Creature",Beholder,afr,2021,mythic
"Lila, Hospitality Hostess",4.0,"G,W","Legendary,Creature","Elf,Employee",unf,2022,mythic
Rot Farm Mortipede // Rot Farm Mortipede,0.0,,"Card,//,Card",,amkm,2024,common
Arcbound Reclaimer,4.0,,"Artifact,Creature",Golem,dst,2004,rare
Latch Seeker,3.0,U,Creature,Spirit,pavr,2012,uncommon
Change of Plans // Change of Plans,0.0,,"Card,//,Card",,asnc,2022,common
Control of the Court,2.0,R,Sorcery,,ptk,1999,uncommon
Titanic Ultimatum,7.0,"G,R,W",Sorcery,,ala,2008,rare
Demolition Stomper,6.0,,Artifact,Vehicle,kld,2016,uncommon
Flash of Defiance,2.0,R,Sorcery,,tor,2002,common
Maze's End,0.0,,Land,,pdgm,2013,mythic
Kraul Warrior,2.0,G,Creature,"Insect,Warrior",dgm,2013,common
Narset's Reversal,2.0,U,Instant,,pwar,2019,rare
Jetmir's Fixer,2.0,"G,R",Creature,"Cat,Warrior",snc,2022,common
Fume Spitter,1.0,B,Creature,"Phyrexian,Horror",som,2010,common
Reckless Fireweaver,2.0,R,Creature,"Human,Artificer",kld,2016,common
Grievous Wound,5.0,B,Enchantment,Aura,pdsk,2024,rare
From Under the Floorboards,5.0,B,Sorcery,,soi,2016,rare
Flowstone Overseer,5.0,R,Creature,Beast,nem,2000,rare
Shinen of Fury's Fire,3.0,R,Creature,Spirit,sok,2005,common
Selesnya Eulogist,3.0,G,Creature,"Centaur,Druid",c19,2019,rare
"M'Odo, the Gnarled Oracle",3.0,"B,G,U","Legendary,Creature","Zombie,Elf,Wizard",ph17,2018,mythic
Mother of Goons,3.0,B,Creature,"Human,Cleric",unh,2004,common
Starving Revenant,4.0,B,Creature,"Spirit,Horror",lci,2023,rare
Stain the Mind,5.0,B,Sorcery,,m15,2014,rare
Symmetry Sage,1.0,U,Creature,"Human,Wizard",stx,2021,uncommon
Crumbling Ashes,2.0,B,Enchantment,,eve,2008,uncommon
Elven Farsight,1.0,G,Sorcery,,ltr,2023,common
Crossway Vampire,3.0,R,Creature,Vampire,isd,2011,common
"Vivien, Monsters' Advocate",5.0,G,"Legendary,Planeswalker",Vivien,iko,2020,mythic
Kindred Charge,6.0,R,Sorcery,,pz2,2016,rare
Wear Away,2.0,G,Instant,Arcane,chk,2004,common
Mind Flayer,5.0,U,Creature,Horror,pafr,2021,rare
Paths of Tuinvale,2.0,U,Instant,,ywoe,2023,uncommon
Scavenged Brawler,6.0,,"Artifact,Creature",Construct,brc,2022,rare
Slick Imitator,2.0,U,Creature,Ooze,dft,2025,uncommon
Red Sun's Twilight,2.0,R,Sorcery,,pone,2023,rare
Faerie Dragon,4.0,G,"Summon,Dragon",,past,1997,common
Astroquarium,3.0,U,Artifact,,unf,2022,uncommon
Megaton's Fate,6.0,R,Sorcery,,pip,2024,rare
